step,reward
11009,1.0
11031,0.0
11053,0.0
11075,0.0
11143,1.0
11165,0.0
11187,0.0
11284,2.0
11306,0.0
11328,0.0
11350,0.0
11372,0.0
11440,1.0
11462,0.0
11484,0.0
11506,0.0
11557,1.0
11607,1.0
11629,0.0
11651,0.0
11673,0.0
11695,0.0
11717,0.0
11739,0.0
11836,2.0
11858,0.0
11926,1.0
12023,2.0
12045,0.0
12067,0.0
12089,0.0
12139,1.0
12161,0.0
12183,0.0
12205,0.0
12227,0.0
12296,1.0
12318,0.0
12340,0.0
12362,0.0
12384,0.0
12406,0.0
12428,0.0
12450,0.0
12519,1.0
12587,1.0
12609,0.0
12631,0.0
12653,0.0
12675,0.0
12697,0.0
12719,0.0
12787,1.0
12886,2.0
12983,2.0
13051,1.0
13073,0.0
13095,0.0
13117,0.0
13139,0.0
13161,0.0
13183,0.0
13205,0.0
13302,2.0
13324,0.0
13346,0.0
13368,0.0
13390,0.0
13412,0.0
13434,0.0
13456,0.0
13478,0.0
13500,0.0
13620,2.0
13689,1.0
13711,0.0
13733,0.0
13853,2.0
13875,0.0
13897,0.0
13965,1.0
14033,1.0
14083,1.0
14133,1.0
14155,0.0
14177,0.0
14227,1.0
14249,0.0
14271,0.0
14293,0.0
14345,1.0
14367,0.0
14435,1.0
14457,0.0
14479,0.0
14501,0.0
14523,0.0
14545,0.0
14567,0.0
14589,0.0
14611,0.0
14633,0.0
14655,0.0
14677,0.0
14699,0.0
14767,1.0
14789,0.0
14857,1.0
14879,0.0
14901,0.0
14923,0.0
14945,0.0
14967,0.0
14989,0.0
15057,1.0
15154,2.0
15176,0.0
15198,0.0
15220,0.0
15242,0.0
15264,0.0
15286,0.0
15404,2.0
15456,1.0
15553,2.0
15575,0.0
15597,0.0
15619,0.0
15687,1.0
15709,0.0
15875,3.0
15897,0.0
15919,0.0
15941,0.0
16061,2.0
16083,0.0
16105,0.0
16127,0.0
16149,0.0
16171,0.0
16193,0.0
16215,0.0
16266,1.0
16288,0.0
16339,1.0
16361,0.0
16429,1.0
16451,0.0
16522,1.0
16544,0.0
16566,0.0
16588,0.0
16610,0.0
16632,0.0
16654,0.0
16676,0.0
16698,0.0
16766,1.0
16788,0.0
16810,0.0
16878,1.0
16996,2.0
17018,0.0
17040,0.0
17062,0.0
17084,0.0
17200,2.0
17222,0.0
17272,1.0
17294,0.0
17316,0.0
17413,2.0
17435,0.0
17457,0.0
17479,0.0
17501,0.0
17523,0.0
17620,2.0
17642,0.0
17664,0.0
17686,0.0
17708,0.0
17730,0.0
17752,0.0
17774,0.0
17796,0.0
17893,2.0
17994,2.0
18016,0.0
18038,0.0
18060,0.0
18082,0.0
18104,0.0
18126,0.0
18196,1.0
18265,1.0
18287,0.0
18309,0.0
18331,0.0
18353,0.0
18375,0.0
18443,1.0
18465,0.0
18487,0.0
18509,0.0
18531,0.0
18553,0.0
18575,0.0
18597,0.0
18619,0.0
18669,1.0
18692,0.0
18760,1.0
18782,0.0
18804,0.0
18826,0.0
18923,2.0
18945,0.0
19066,2.0
19088,0.0
19110,0.0
19132,0.0
19154,0.0
19204,1.0
19226,0.0
19248,0.0
19270,0.0
19292,0.0
19360,1.0
19410,1.0
19432,0.0
19454,0.0
19476,0.0
19498,0.0
19520,0.0
19588,1.0
19610,0.0
19632,0.0
19702,1.0
19724,0.0
19746,0.0
19843,2.0
19865,0.0
19887,0.0
19909,0.0
19931,0.0
19953,0.0
19975,0.0
19997,0.0
20019,0.0
20041,0.0
20063,0.0
20085,0.0
20107,0.0
20129,0.0
20226,2.0
20248,0.0
20298,1.0
20320,0.0
20342,0.0
20364,0.0
20432,1.0
20454,0.0
20476,0.0
20498,0.0
20520,0.0
20570,1.0
20592,0.0
20614,0.0
20711,2.0
20733,0.0
20755,0.0
20777,0.0
20799,0.0
20821,0.0
20843,0.0
20893,1.0
20915,0.0
20937,0.0
20959,0.0
20981,0.0
21003,0.0
21100,2.0
21122,0.0
21144,0.0
21212,1.0
21234,0.0
21256,0.0
21325,1.0
21347,0.0
21369,0.0
21391,0.0
21413,0.0
21435,0.0
21457,0.0
21479,0.0
21501,0.0
21523,0.0
21545,0.0
21567,0.0
21589,0.0
21660,1.0
21682,0.0
21704,0.0
21754,1.0
21776,0.0
21798,0.0
21820,0.0
21842,0.0
21864,0.0
21886,0.0
21908,0.0
21930,0.0
21952,0.0
21974,0.0
21996,0.0
22018,0.0
22040,0.0
22062,0.0
22084,0.0
22106,0.0
22174,1.0
22196,0.0
22293,2.0
22315,0.0
22337,0.0
22408,1.0
22430,0.0
22452,0.0
22474,0.0
22496,0.0
22518,0.0
22568,1.0
22590,0.0
22640,1.0
22708,1.0
22776,1.0
22798,0.0
22868,1.0
22890,0.0
22959,1.0
23027,1.0
23049,0.0
23071,0.0
23093,0.0
23115,0.0
23137,0.0
23159,0.0
23181,0.0
23203,0.0
23225,0.0
23247,0.0
23269,0.0
23291,0.0
23359,1.0
23381,0.0
23403,0.0
23425,0.0
23447,0.0
23469,0.0
23491,0.0
23513,0.0
23536,0.0
23558,0.0
23580,0.0
23602,0.0
23624,0.0
23646,0.0
23668,0.0
23736,1.0
23758,0.0
23808,1.0
23830,0.0
23852,0.0
23874,0.0
23896,0.0
23918,0.0
23940,0.0
23962,0.0
23984,0.0
24006,0.0
24028,0.0
24050,0.0
24072,0.0
24094,0.0
24116,0.0
24138,0.0
24235,2.0
24257,0.0
24307,1.0
24329,0.0
24351,0.0
24373,0.0
24395,0.0
24417,0.0
24439,0.0
24461,0.0
24483,0.0
24505,0.0
24527,0.0
24549,0.0
24571,0.0
24593,0.0
24645,1.0
24667,0.0
24689,0.0
24711,0.0
24733,0.0
24755,0.0
24777,0.0
24799,0.0
24821,0.0
24843,0.0
24865,0.0
24887,0.0
24909,0.0
24980,1.0
25003,0.0
25025,0.0
25075,1.0
25097,0.0
25119,0.0
25187,1.0
25209,0.0
25231,0.0
25253,0.0
25303,1.0
25353,1.0
25375,0.0
25397,0.0
25419,0.0
25441,0.0
25463,0.0
25485,0.0
25507,0.0
25529,0.0
25551,0.0
25573,0.0
25595,0.0
25617,0.0
25639,0.0
25661,0.0
25683,0.0
25780,2.0
25802,0.0
25824,0.0
25846,0.0
25868,0.0
25890,0.0
25912,0.0
25934,0.0
25956,0.0
25978,0.0
26000,0.0
26022,0.0
26044,0.0
26066,0.0
26185,2.0
26207,0.0
26304,2.0
26326,0.0
26348,0.0
26370,0.0
26392,0.0
26414,0.0
26436,0.0
26458,0.0
26528,1.0
26550,0.0
26572,0.0
26594,0.0
26616,0.0
26638,0.0
26660,0.0
26710,1.0
26760,1.0
26782,0.0
26804,0.0
26826,0.0
26848,0.0
26870,0.0
26892,0.0
26914,0.0
26936,0.0
26958,0.0
26980,0.0
27002,0.0
27024,0.0
27046,0.0
27068,0.0
27090,0.0
27189,2.0
27211,0.0
27233,0.0
27301,1.0
27323,0.0
27345,0.0
27367,0.0
27389,0.0
27411,0.0
27433,0.0
27455,0.0
27477,0.0
27528,1.0
27578,1.0
27677,2.0
27699,0.0
27721,0.0
27771,1.0
27793,0.0
27815,0.0
27837,0.0
27859,0.0
27881,0.0
27980,2.0
28002,0.0
28024,0.0
28046,0.0
28068,0.0
28165,2.0
28187,0.0
28209,0.0
28231,0.0
28253,0.0
28321,1.0
28343,0.0
28365,0.0
28387,0.0
28455,1.0
28477,0.0
28499,0.0
28521,0.0
28543,0.0
28565,0.0
28662,2.0
28684,0.0
28706,0.0
28728,0.0
28750,0.0
28772,0.0
28794,0.0
28816,0.0
28885,1.0
28907,0.0
28929,0.0
28951,0.0
28973,0.0
28995,0.0
29017,0.0
29039,0.0
29061,0.0
29083,0.0
29105,0.0
29127,0.0
29195,1.0
29263,1.0
29285,0.0
29307,0.0
29404,2.0
29426,0.0
29448,0.0
29470,0.0
29492,0.0
29514,0.0
29536,0.0
29604,1.0
29626,0.0
29648,0.0
29698,1.0
29720,0.0
29824,2.0
29846,0.0
29868,0.0
29989,2.0
30011,0.0
30129,2.0
30151,0.0
30173,0.0
30223,1.0
30245,0.0
30267,0.0
30289,0.0
30311,0.0
30333,0.0
30463,3.0
30513,1.0
30581,1.0
30603,0.0
30625,0.0
30647,0.0
30697,1.0
30719,0.0
30741,0.0
30763,0.0
30785,0.0
30807,0.0
30875,1.0
30897,0.0
30919,0.0
30941,0.0
30963,0.0
31013,1.0
31035,0.0
31057,0.0
31079,0.0
31147,1.0
31169,0.0
31191,0.0
31213,0.0
31235,0.0
31257,0.0
31279,0.0
31301,0.0
31323,0.0
31345,0.0
31367,0.0
31389,0.0
31411,0.0
31433,0.0
31455,0.0
31477,0.0
31499,0.0
31521,0.0
31618,2.0
31640,0.0
31662,0.0
31759,2.0
31781,0.0
31803,0.0
31826,0.0
31848,0.0
31916,1.0
32082,3.0
32132,1.0
32154,0.0
32176,0.0
32198,0.0
32220,0.0
32242,0.0
32310,1.0
32380,1.0
32402,0.0
32424,0.0
32446,0.0
32468,0.0
32490,0.0
32512,0.0
32535,0.0
32603,1.0
32625,0.0
32647,0.0
32669,0.0
32691,0.0
32713,0.0
32735,0.0
32803,1.0
32872,1.0
32894,0.0
32944,1.0
33012,1.0
33034,0.0
33102,1.0
33124,0.0
33146,0.0
33168,0.0
33190,0.0
33212,0.0
33280,1.0
33302,0.0
33324,0.0
33346,0.0
33368,0.0
33390,0.0
33412,0.0
33434,0.0
33456,0.0
33478,0.0
33500,0.0
33522,0.0
33590,1.0
33612,0.0
33634,0.0
33686,1.0
33754,1.0
33851,2.0
33873,0.0
33895,0.0
33963,1.0
33985,0.0
34007,0.0
34029,0.0
34051,0.0
34073,0.0
34095,0.0
34117,0.0
34139,0.0
34161,0.0
34183,0.0
34205,0.0
34227,0.0
34249,0.0
34271,0.0
34293,0.0
34315,0.0
34383,1.0
34453,1.0
34524,1.0
34546,0.0
34568,0.0
34590,0.0
34612,0.0
34634,0.0
34656,0.0
34678,0.0
34700,0.0
34722,0.0
34744,0.0
34766,0.0
34788,0.0
34858,1.0
34880,0.0
34902,0.0
34999,2.0
35021,0.0
35118,2.0
35140,0.0
35162,0.0
35184,0.0
35253,1.0
35275,0.0
35297,0.0
35319,0.0
35341,0.0
35363,0.0
35385,0.0
35407,0.0
35429,0.0
35451,0.0
35548,2.0
35570,0.0
35592,0.0
35614,0.0
35666,1.0
35688,0.0
35710,0.0
35732,0.0
35754,0.0
35776,0.0
35798,0.0
35820,0.0
35842,0.0
35910,1.0
35932,0.0
35954,0.0
36051,2.0
36073,0.0
36095,0.0
36117,0.0
36139,0.0
36161,0.0
36183,0.0
36205,0.0
36227,0.0
36249,0.0
36271,0.0
36293,0.0
36315,0.0
36337,0.0
36359,0.0
36381,0.0
36403,0.0
36471,1.0
36493,0.0
36515,0.0
36565,1.0
36587,0.0
36609,0.0
36631,0.0
36653,0.0
36675,0.0
36746,1.0
36768,0.0
36790,0.0
36812,0.0
36834,0.0
36856,0.0
36878,0.0
36900,0.0
36922,0.0
36944,0.0
36996,1.0
37018,0.0
37068,1.0
37090,0.0
37187,2.0
37255,1.0
37277,0.0
37443,3.0
37465,0.0
37487,0.0
37509,0.0
37577,1.0
37599,0.0
37696,2.0
37718,0.0
37740,0.0
37762,0.0
37784,0.0
37806,0.0
37874,1.0
37896,0.0
37964,1.0
38035,1.0
38085,1.0
38153,1.0
38175,0.0
38197,0.0
38219,0.0
38241,0.0
38263,0.0
38331,1.0
38353,0.0
38403,1.0
38425,0.0
38447,0.0
38469,0.0
38491,0.0
38513,0.0
38535,0.0
38557,0.0
38579,0.0
38678,2.0
38700,0.0
38722,0.0
38744,0.0
38841,2.0
38863,0.0
38885,0.0
38907,0.0
38929,0.0
38951,0.0
39020,1.0
39169,3.0
39191,0.0
39213,0.0
39310,2.0
39381,1.0
39403,0.0
39425,0.0
39447,0.0
39497,1.0
39519,0.0
39588,1.0
39610,0.0
39632,0.0
39654,0.0
39722,1.0
39745,0.0
39767,0.0
39789,0.0
39886,2.0
39908,0.0
39958,1.0
39980,0.0
40002,0.0
40024,0.0
40046,0.0
40068,0.0
40090,0.0
40112,0.0
40134,0.0
40156,0.0
40178,0.0
40200,0.0
40222,0.0
40290,1.0
40312,0.0
40334,0.0
40356,0.0
40378,0.0
40400,0.0
40468,1.0
40490,0.0
40512,0.0
40534,0.0
40654,2.0
40676,0.0
40747,1.0
40769,0.0
40791,0.0
40813,0.0
40835,0.0
40857,0.0
40879,0.0
40901,0.0
41020,2.0
41042,0.0
41064,0.0
41086,0.0
41136,1.0
41158,0.0
41180,0.0
41202,0.0
41224,0.0
41246,0.0
41268,0.0
41290,0.0
41312,0.0
41334,0.0
41356,0.0
41378,0.0
41400,0.0
41422,0.0
41444,0.0
41466,0.0
41488,0.0
41510,0.0
41532,0.0
41554,0.0
41576,0.0
41598,0.0
41620,0.0
41642,0.0
41711,1.0
41733,0.0
41755,0.0
41777,0.0
41799,0.0
41821,0.0
41889,1.0
41986,2.0
42055,1.0
42077,0.0
42099,0.0
42121,0.0
42143,0.0
42165,0.0
42215,1.0
42265,1.0
42348,2.0
42370,0.0
42392,0.0
42414,0.0
42436,0.0
42504,1.0
42555,1.0
42577,0.0
42599,0.0
42716,2.0
42738,0.0
42760,0.0
42782,0.0
42804,0.0
42826,0.0
42848,0.0
42870,0.0
42892,0.0
42960,1.0
42982,0.0
43004,0.0
43026,0.0
43048,0.0
43070,0.0
43092,0.0
43114,0.0
43136,0.0
43266,3.0
43334,1.0
43356,0.0
43378,0.0
43446,1.0
43468,0.0
43490,0.0
43512,0.0
43534,0.0
43602,1.0
43671,1.0
43723,1.0
43745,0.0
43767,0.0
43789,0.0
43857,1.0
43879,0.0
43901,0.0
43923,0.0
43945,0.0
43967,0.0
43989,0.0
44011,0.0
44033,0.0
44055,0.0
44077,0.0
44099,0.0
44121,0.0
44143,0.0
44212,1.0
44263,1.0
44285,0.0
44307,0.0
44329,0.0
44351,0.0
44373,0.0
44395,0.0
44417,0.0
44439,0.0
44489,1.0
44511,0.0
44608,2.0
44630,0.0
44652,0.0
44674,0.0
44696,0.0
44718,0.0
44768,1.0
44790,0.0
44812,0.0
44909,2.0
44931,0.0
44953,0.0
44975,0.0
44997,0.0
45019,0.0
45041,0.0
45109,1.0
45131,0.0
45153,0.0
45175,0.0
45197,0.0
45219,0.0
45241,0.0
45263,0.0
45285,0.0
45307,0.0
45329,0.0
45351,0.0
45373,0.0
45441,1.0
45463,0.0
45485,0.0
45507,0.0
45605,2.0
45627,0.0
45649,0.0
45671,0.0
45693,0.0
45715,0.0
45737,0.0
45787,1.0
45809,0.0
45831,0.0
45853,0.0
45875,0.0
45897,0.0
45947,1.0
45969,0.0
45991,0.0
46013,0.0
46035,0.0
46057,0.0
46079,0.0
46101,0.0
46172,1.0
46290,2.0
46312,0.0
46334,0.0
46356,0.0
46378,0.0
46400,0.0
46422,0.0
46444,0.0
46466,0.0
46516,1.0
46538,0.0
46560,0.0
46582,0.0
46679,2.0
46701,0.0
46723,0.0
46773,1.0
46795,0.0
46863,1.0
46885,0.0
46907,0.0
46929,0.0
46951,0.0
46973,0.0
47023,1.0
47045,0.0
47142,2.0
47164,0.0
47214,1.0
47236,0.0
47258,0.0
47280,0.0
47302,0.0
47324,0.0
47346,0.0
47368,0.0
47390,0.0
47458,1.0
47480,0.0
47549,1.0
47571,0.0
47593,0.0
47615,0.0
47637,0.0
47659,0.0
47681,0.0
47703,0.0
47725,0.0
47795,1.0
47817,0.0
47839,0.0
47861,0.0
47883,0.0
47905,0.0
47927,0.0
48094,3.0
48116,0.0
48138,0.0
48160,0.0
48229,1.0
48251,0.0
48273,0.0
48295,0.0
48317,0.0
48414,2.0
48511,2.0
48533,0.0
48555,0.0
48577,0.0
48599,0.0
48621,0.0
48643,0.0
48665,0.0
48687,0.0
48709,0.0
48731,0.0
48753,0.0
48775,0.0
48797,0.0
48819,0.0
48841,0.0
48863,0.0
48931,1.0
48953,0.0
48975,0.0
48997,0.0
49019,0.0
49139,2.0
49207,1.0
49229,0.0
49251,0.0
49273,0.0
49295,0.0
49317,0.0
49367,1.0
49389,0.0
49411,0.0
49433,0.0
49455,0.0
49477,0.0
49499,0.0
49521,0.0
49543,0.0
49565,0.0
49662,2.0
49684,0.0
49706,0.0
49728,0.0
49825,2.0
49847,0.0
49869,0.0
49891,0.0
49913,0.0
49935,0.0
49957,0.0
49979,0.0
50001,0.0
50023,0.0
50045,0.0
50067,0.0
50089,0.0
50111,0.0
50257,3.0
50279,0.0
50301,0.0
50369,1.0
50391,0.0
50413,0.0
50435,0.0
50457,0.0
50479,0.0
50501,0.0
50523,0.0
50545,0.0
50567,0.0
50589,0.0
50611,0.0
50661,1.0
50683,0.0
50705,0.0
50727,0.0
50749,0.0
50800,1.0
50822,0.0
50844,0.0
50866,0.0
50888,0.0
50910,0.0
50932,0.0
50954,0.0
50976,0.0
50998,0.0
51020,0.0
51042,0.0
51064,0.0
51086,0.0
51108,0.0
51130,0.0
51152,0.0
51174,0.0
51244,1.0
51266,0.0
51288,0.0
51310,0.0
51379,1.0
51401,0.0
51423,0.0
51446,0.0
51468,0.0
51490,0.0
51512,0.0
51534,0.0
51602,1.0
51624,0.0
51646,0.0
51668,0.0
51690,0.0
51758,1.0
51780,0.0
51802,0.0
51824,0.0
51846,0.0
51868,0.0
51890,0.0
51912,0.0
51934,0.0
51956,0.0
51978,0.0
52000,0.0
52022,0.0
52044,0.0
52066,0.0
52088,0.0
52110,0.0
52132,0.0
52202,1.0
52224,0.0
52246,0.0
52268,0.0
52290,0.0
52312,0.0
52380,1.0
52402,0.0
52452,1.0
52474,0.0
52496,0.0
52564,1.0
52586,0.0
52608,0.0
52630,0.0
52652,0.0
52674,0.0
52696,0.0
52718,0.0
52768,1.0
52790,0.0
52812,0.0
52834,0.0
52884,1.0
52981,2.0
53003,0.0
53025,0.0
53047,0.0
53069,0.0
53091,0.0
53113,0.0
53135,0.0
53157,0.0
53179,0.0
53201,0.0
53223,0.0
53245,0.0
53267,0.0
53289,0.0
53311,0.0
53333,0.0
53355,0.0
53377,0.0
53399,0.0
53421,0.0
53443,0.0
53465,0.0
53487,0.0
53509,0.0
53531,0.0
53553,0.0
53603,1.0
53625,0.0
53722,2.0
53744,0.0
53766,0.0
53788,0.0
53810,0.0
53832,0.0
53854,0.0
53876,0.0
53898,0.0
53920,0.0
53942,0.0
53964,0.0
53986,0.0
54008,0.0
54030,0.0
54052,0.0
54074,0.0
54096,0.0
54164,1.0
54186,0.0
54208,0.0
54230,0.0
54252,0.0
54274,0.0
54296,0.0
54318,0.0
54340,0.0
54362,0.0
54430,1.0
54452,0.0
54521,1.0
54571,1.0
54593,0.0
54662,1.0
54684,0.0
54706,0.0
54775,1.0
54872,2.0
54894,0.0
54916,0.0
55013,2.0
55035,0.0
55104,1.0
55126,0.0
55148,0.0
55170,0.0
55192,0.0
55214,0.0
55236,0.0
55258,0.0
55280,0.0
55330,1.0
55352,0.0
55374,0.0
55396,0.0
55418,0.0
55440,0.0
55462,0.0
55484,0.0
55506,0.0
55528,0.0
55550,0.0
55572,0.0
55594,0.0
55616,0.0
55638,0.0
55688,1.0
55710,0.0
55732,0.0
55829,2.0
55851,0.0
55873,0.0
55895,0.0
55992,2.0
56089,2.0
56111,0.0
56133,0.0
56155,0.0
56177,0.0
56199,0.0
56249,1.0
56317,1.0
56339,0.0
56361,0.0
56383,0.0
56405,0.0
56591,4.0
56613,0.0
56635,0.0
56657,0.0
56725,1.0
56822,2.0
56844,0.0
56866,0.0
56916,1.0
56938,0.0
57035,2.0
57057,0.0
57125,1.0
57147,0.0
57169,0.0
57191,0.0
57213,0.0
57310,2.0
57332,0.0
57354,0.0
57376,0.0
57398,0.0
57420,0.0
57442,0.0
57464,0.0
57486,0.0
57508,0.0
57530,0.0
57552,0.0
57574,0.0
57596,0.0
57618,0.0
57640,0.0
57662,0.0
57684,0.0
57706,0.0
57756,1.0
57778,0.0
57846,1.0
57868,0.0
57890,0.0
57912,0.0
58011,2.0
58033,0.0
58101,1.0
58123,0.0
58145,0.0
58167,0.0
58189,0.0
58239,1.0
58261,0.0
58311,1.0
58361,1.0
58383,0.0
58405,0.0
58427,0.0
58449,0.0
58471,0.0
58493,0.0
58515,0.0
58537,0.0
58559,0.0
58581,0.0
58603,0.0
58625,0.0
58647,0.0
58669,0.0
58691,0.0
58713,0.0
58735,0.0
58757,0.0
58779,0.0
58801,0.0
58823,0.0
58845,0.0
58913,1.0
58935,0.0
59102,3.0
59124,0.0
59146,0.0
59216,1.0
59238,0.0
59260,0.0
59282,0.0
59382,2.0
59404,0.0
59426,0.0
59523,2.0
59591,1.0
59613,0.0
59635,0.0
59657,0.0
59707,1.0
59729,0.0
59751,0.0
59773,0.0
59795,0.0
59817,0.0
59839,0.0
59889,1.0
59911,0.0
59933,0.0
60004,1.0
60026,0.0
60048,0.0
60070,0.0
60092,0.0
60114,0.0
60136,0.0
60158,0.0
60180,0.0
60202,0.0
60252,1.0
60274,0.0
60296,0.0
60318,0.0
60340,0.0
60362,0.0
60384,0.0
60406,0.0
60428,0.0
60450,0.0
60472,0.0
60494,0.0
60516,0.0
60538,0.0
60560,0.0
60582,0.0
60632,1.0
60654,0.0
60676,0.0
60698,0.0
60720,0.0
60742,0.0
60811,1.0
60833,0.0
60903,1.0
60925,0.0
60947,0.0
60969,0.0
60991,0.0
61013,0.0
61035,0.0
61057,0.0
61079,0.0
61101,0.0
61123,0.0
61145,0.0
61167,0.0
61189,0.0
61211,0.0
61280,1.0
61302,0.0
61324,0.0
61346,0.0
61443,2.0
61465,0.0
61487,0.0
61509,0.0
61577,1.0
61599,0.0
61621,0.0
61643,0.0
61665,0.0
61687,0.0
61709,0.0
61731,0.0
61859,3.0
61881,0.0
61949,1.0
61971,0.0
61993,0.0
62015,0.0
62143,3.0
62165,0.0
62233,1.0
62255,0.0
62277,0.0
62299,0.0
62321,0.0
62373,1.0
62395,0.0
62463,1.0
62485,0.0
62507,0.0
62575,1.0
62644,1.0
62666,0.0
62688,0.0
62710,0.0
62827,2.0
62849,0.0
62871,0.0
62893,0.0
62915,0.0
62937,0.0
62959,0.0
63029,1.0
63051,0.0
63073,0.0
63095,0.0
63163,1.0
63185,0.0
63207,0.0
63229,0.0
63251,0.0
63273,0.0
63354,2.0
63376,0.0
63426,1.0
63476,1.0
63498,0.0
63520,0.0
63542,0.0
63564,0.0
63586,0.0
63608,0.0
63676,1.0
63698,0.0
63870,3.0
63939,1.0
63961,0.0
64058,2.0
64080,0.0
64102,0.0
64124,0.0
64146,0.0
64168,0.0
64190,0.0
64212,0.0
64234,0.0
64256,0.0
64278,0.0
64300,0.0
64322,0.0
64344,0.0
64366,0.0
64388,0.0
64410,0.0
64432,0.0
64454,0.0
64476,0.0
64498,0.0
64520,0.0
64542,0.0
64564,0.0
64586,0.0
64608,0.0
64630,0.0
64652,0.0
64674,0.0
64696,0.0
64718,0.0
64740,0.0
64762,0.0
64784,0.0
64806,0.0
64828,0.0
64850,0.0
64919,1.0
64941,0.0
64963,0.0
65060,2.0
65082,0.0
65132,1.0
65154,0.0
65176,0.0
65244,1.0
65341,2.0
65363,0.0
65385,0.0
65482,2.0
65504,0.0
65526,0.0
65548,0.0
65598,1.0
65717,2.0
65739,0.0
65761,0.0
65783,0.0
